No;Fulltext;Status
1080;Kakorlantas Polri Irjen Pol. Dr. Drs. Aan Suhanan https://t.co/4nTW6ioV4M. mengapresiasi langkah Ditlantas Polda Sulawesi Selatan (Sulsel) dinilai serius dalam mengembangkan dan mengimplementasikan penegakan hukum tilang elektronik atau E-TLE. https://t.co/r0IenPRlMi;
1081;Kakorlantas Polri Irjen Pol Dr. Drs. Aan Suhanan mengapresiasi keseriusan Ditlantas Polda Sulawesi Selatan (Sulsel) dalam mengembangkan electronic traffic law enforcement (ETLE) atau tilang elektronik baik ETLE statis ETLE Mobile on Board maupun ETLE Mobile Handheld. https://t.co/VZpK5hiSkr;
1082;@veronayuika Kalo kena tilang elektronik nanti surat tilang langsung dikirim via pos ke alamat sesuai STNK jadi jangan dibuka kalo dikirim selain via pos (((Pernah kena)));
1083;Penipuan Tilang Elektronik ETLE Beredar Lagi di WhatsApp Kenali Ciri-cirinya! https://t.co/T89x8hDi1a;
1084;Kembali beredar pesan pemberitahuan tilang elektronik melalui aplikasi WhatsApp di media sosial X(Twitter). https://t.co/LeMG85Btzl;
1085;Nantinya ada fitur tilang elektronik terkoneksi ke Rekening anda denda secara otomatis dipotong dari dompet digital anda teknologinya makin pintar terutama dalam membodohi masyarakat. https://t.co/zEO66Mb1ob;
1086;@Djat_mika @BaleBengong @HumasBali @DenpasarKota @teman_bus @kemenhub151 @jalur5_ @BahasBus @BisKota_ Karena kurangnya kesadaran dari warga pengguna jalan serta harusnya penerapan tilang elektronik lebih masif dan denda nya harus tinggi agar warga bisa tertib secara tidak langsung;
1087;@undipmenfess penipuan nder kalo dpt tilang elektronik (ETLE) itu pelanggar dapet surat langsung dari ditlantas polda yg dikirim kerumah nah nnti ada petunjuk untuk konfirmasi online dan WA call center untk info pembayaran denda btw aku phl di ditlantas yg ngurus ky gt mkanya brani reply;
1088;@titudeNo1 karena saya belum pernah kena tilang elektronik jadi saya tidak paham systemnya seperti apa dan karena saya panik ya dibuka lah file itu.;
1089;@DivHumas_Polri Pasal karet. Lagi gak niat di terapkan ..merokok sambil berkendara. Sangat bahaya sekali daripada knalpot.brong tolong pak buru2 di berlakukan segera. Kalo bisa saya di kasih aplikasi tilang elektronik biar saya bisa menilang orang2 yang rokok sambil berkendara;
1090;@undipmenfess Klo kena tilang Elektronik pemberitahuannya BUKAN dari SMS WA atau telpon. Kan data identitas pemilik kendaraan di Samsat gak ada nomer tlp hanya alamat rumah. Jadi klo kita kena tilang pemberitahuannya melalui surat fisik yang dikirim oleh Pos.;
1091;@Fol1eadeux @kuli_coding @mouldie_sep Bang separator busway itu ada light yellow diatas nya dan ga putus jd lebih keliatan pas malem. Klo separator sepeda itu putih polos. Dan putusÂ² karna pintu masuk gedung yg bikin samar samar malem. Di tambah silau tembakan lampu Kamera tilang elektronik makin samar.;
1092;Tilang Elektronik Segera Diterapkan di Martapura Polres Banjar Lakukan Uji Coba...https://t.co/j0AX5bNcdL;
1093;Kamera ETLE Lima Bulan Terpasang Tilang Elektronik di Tuban Tak Kunjung Beroperasi https://t.co/Nm545ofDSY @1polrestuban @KabTuban;
1094;Halo Sobat Lantas! Personil Sat Lantas Polres Bone melaksanakan Patroli jalan Raya di kota Watampone dengan membawa Tilang Elektronik ETLE yang langsung di gunakan untuk mencapture pelanggaran para Pengendara Jalan di Kota Watampone. @polda_sulsel @humas_polda_sulsel https://t.co/m59FGoUdTQ;
1095;@iniennyreal Tilang elektronik satu lagi;
1096;@tanyarlfes Meal prep belanja mingguan service mobil sesuai book record urus drama balik nama kendaraan. Tambahan baru kemarin cek website tilang elektronik;
1097;Tim E-TLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di sekitaran Taman Gajah Dharmawangsa Kebayoran Baru Jaksel. https://t.co/wnzql6Z2Gu;
1098;Bisnis yang enak itu tilang elektronik iya tilang elektronik. elektronik yang di tilang bukan kendaraan.;
1099;@mr6906552664 @chuck_look @Bangzuber @ganjarpranowo Apa tilang manual masih berlaku gan? Sekarang'kan diberlakukan tilang elektronik/ETLE (Elektronic Traffic Law Enforcement).;
1100;Tilang Elektronik di Karawang Akan Kembali Digiatkan di Awal 2024 https://t.co/YqbqKy428g;
1101;@aslisuroboyo Nak Pegirian lampu merah sak CCTV ne Kobong Cok....umpomo tilang elektronik aktif paling utang negara lunas gara tilangan nak Surabaya utara;
1102;@stnkpoldametro apakah wa ini valid untuk surat tilang elektronik? https://t.co/qZ3Fs7683e;
1103;@NTMCLantasPolri min saya mau tanya. kendaraan saya saat di cek di web etle terkena tilang elektronik bulan 5 kemarin. tetapi saya tidak pernah mendapatkan surat pemberitahuan. jadi saya tidak tahu dan blm saya bayar. cara urusnya gimana?;
1104;smg dijauhin dr tilang elektronik;
1105;Lagi Liburan Kena ETLE di Kota Orang Ini Cara Urus dan Bayar Tilang Elektronik Lewat Handphone Cukup jadi PR jika lagi liburan malah kena tilang elektronik liburan jadi gak tenang kepikiran berapa biaya dendanya. https://t.co/Ncq5SMRux9 lewat @tribunjualbeli;
1106;5 Cara Bayar Denda Tilang Elektronik Pakai HP Enggak Perlu Lagi Antri di Bank https://t.co/u38ExjX9bb;
1107;@Pai_C1 Mana ini Pak Polisi itu mau di tilang elektronik ngak ada plat nya. Tolong Pak segera di tindak. Kasian anak2 kita nanti karena dengan bebas orang menyewakan sepeda listrik kepada anak2;
1108;Artikel ini akan membahas seputar langkah-langkah pengurusan dan pembayaran tilang elektronik dari awal hingga akhir https://t.co/1Vv5AUwECq;
1109;Udah pasarah aja ini gua kalau misalnya kena tilang elektronik;
1110;Sebanyak 6.119 pengendara tercatat melakukan pelanggaran lalu lintas yang tertangkap tilang elektronik alias kamera Electronic Traffic Law Enforcement (ETLE) yang terpasang di wilayah hukum Polres Kota Tangerang. Kapolresta Tangerang Kombes Pol Sigit Dany Setiyono mengatakan https://t.co/p0EeiReluo;
1111;6.119 Pelanggar Lalu Lintas Terjaring Tilang Elektronik di Tangerang https://t.co/1igD7f70Ap;
1112;@adriansyahyasin Video kaya gini apa ga nyampe ke @TMCPoldaMetro dan jadi barang bukti buat melakukan tindakan tilang elektronik ya?;
1113;Ciri-ciri Kendaraan Terkena Tilang Elektronik Pengguna Mobil dan Motor Baru Wajib Baca https://t.co/IU0PbbcI3K lewat @tribunnews;
1114;Kamera Tilang Elektronik Akan Dipasang di Banjarbaru Simak Jadwal dan Titiknya https://t.co/G3z2iJISXT;
1115;https://t.co/qjkwY1aqAN Paser Kapolres Paser AKBP Kade Budiyarta SIK meresmikan program Electronic Law Enforcement (ETLE) atau Tilang elektronik sekaligus ruang operator di gedung Satlantas Polres Paser pada Senin (25/12/2023). https://t.co/DDdV4PZ5oT;
1116;Anda bisa melakukan pengecekan status kendaraan bermotor terkena tilang elektronik atau tidak secara online. Bagaimana caranya? https://t.co/ju99yBbW1E;
1117;masa aku diomelin papa nyetir sambil pose di kamera tilang elektronik;
1118;@javafoodie_ Kebetulan apa bukan. Tp kayakny sejak tilang elektronik berlaku mulai ada jasa pengawal ginian;
1119;Halmahera Selatan Bakal Diberlakukan Tilang Elektronik Riko: Sudah Layak Pasang Kamera ETLE https://t.co/NA3EIGIROX;
1120;Gampang banget rambuÂ² yg dulunya gak boleh putar balik sejak tilang elektronik berlaku gak ada polisi satupun yg peduli pelanggaran putar balik. Mungkin setelah banyak komplen tinggal ditambah tulisan Bus / Truk selesai masalah. https://t.co/kf0yHAyZaH;
1121;14.05 Polri Sat Lantas Tangerang Selatan melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara mobil besar yang melanggar memarkirkan kendaraan di bahu jalan di sepanjang Jl. Tekno Raya Serpong Tangsel. https://t.co/xYkgBj4zP1;
1122;Cara Cek Tilang Elektronik Apakah Terekam Melanggar Atau Tidak https://t.co/EP5I5TPAcQ;
1123;@puimekstzr mau ape? mau ciuman sampe dijepret tilang elektronik?;
1124;Kendaraanmu Berpotensi Kena Tilang Elektronik? Begini Cara Cepat Memeriksanya! https://t.co/8Fr0w881KS;
1125;@merapi_uncover @Mikimowss tilang elektronik ra fungsiiii;
1126;Benarkah hal tersebut? FAKTANYA : Dilansir dari https://t.co/5Dy79I20FX jumlah kendaraan yang dikerahkan tidak sampai 1000 unit dan tilang elektronik hanya dilakukan di jalan umum bukan di jalan kecil. sumber : @DivHumas_Polri @humaspoldajbr https://t.co/RI2ToJhEqk;
1127;Benarkah hal tersebut? FAKTANYA : Dilansir dari https://t.co/Uz39XeMBxc jumlah kendaraan yang dikerahkan tidak sampai 1000 unit dan tilang elektronik hanya dilakukan di jalan umum bukan di jalan kecil. https://t.co/ZcyOJSw2Wh;
1128;Beredar di media sosial Facebook yang mengeklaim bahwa Korlantas Polri telah mengerahkan 1000 unit kendaraan Polisi Lalu Lintas (Polantas) yang dilengkapi Electronic Traffic Law Enforcement (ETLE) untuk melakukan tilang elektronik hingga ke jalan kecil. https://t.co/MHydmJ0f8c;
1129;@ppinkbiased Mana ada surat tilang elektronik bentuk apk;
1130;Tilang elektronik sekarang bisa nembus kaca film mobil lagi;
1131;@tanyarlfes ya gak ada gunanya lah contoh kecilnya udah bener tilang elektronik eh malah di berhentikan sistemnya jadi ganti lagi ke tilang biasa yg kalau mau lolos harus ngasih d....;
1132;Saat Libur Natal dan Tahun Baru Polri Maksimalkan Tilang Elektronik https://t.co/c2XzMfcrAV https://t.co/xLzhQEQA0b;
1133;Wahai Pemilik Motor dan Mobil Kendaraan Anda Kena Tilang Elektronik atau Tidak? Cek Statusnya Sekarang https://t.co/1UI10Tu1VV;
1134;Kepolisian Daerah Bengkulu menyebutkan mulai Januari hingga November 2023 terdapat 34.595 kendaraan yang terjaring tilang elektronik (ETLE) dan belum semua pemilik kendaraan itu membayar denda tilang.https://t.co/oVFsOT5utY;
1135;@kegblgnunfaedh Lagian sudah ada Tilang Elektronik ko masih nilang di jalan nanti minta maaf bilang nya oknum;
1136;@MrAwewe @IwanIwanely72 Apa ga sebaiknya tilang elektronik.. Knp hrs diberhentikan??;
1137;Motor driver ojol perempuan dibawa sama customer laki. Selang beberapa waktu driver selaku yang punya motor dapat info kalau dia kena tilang elektronik akibat pelanggaran aturan lalu lintas yang dilakukan si customer. Siapa yang bayar dendanya?;
1138;@efenerr Belum fully elektronik ya? Kirain abis bayar tilang otomatis blokir dicabut;
1139;@julian17426 SDH bener pake tilang elektronik malah balik lagi ke semula itu mafia jlanan jgn sampe hidup;
1140;Cara Tahu Status Kendaraan Kena Tilang Elektronik ETLE https://t.co/jdghX9aUGl;
1141;@SeputarTetangga Biasanya nolak dengan alasan karna sekarang ini udah banyak tilang elektronik.;
1142;@KompasTV Baru tau masih ada tilang manual skarang tilang elektronik sudah hilangkah;
1143;Di..ingatkan...dan dihimbau Pengendara motor dan mobil Telah diturunkan kendaraan 2000 unit ke Polda Polres NKRI Patroli Polantas dilengkapi kamera electronik berbagai sudut untuk tugas lapangan. Alat ini koneksitas dgn jaringan internet mabes Polri tilang elektronik pelanggaran https://t.co/Hu73E6N06j;
1144;Polres Buleleng tengah berencana menempatkan tilang elektronik atau Electronic Traffic Law Enforcement (ETLE) pada sejumlah titik di ruas jalan utama di Kota Singaraja. https://t.co/h2iuZKL60P;
1145;@Gracie_JKT48 Pemantau tilang elektronik;
1146;Begini Cara Cek Tilang Elektronik dengan Mudah https://t.co/lCwUpR8ylw;
1147;@umiisme Serem sih soalnya kalau gue dapet ginian kemungkinan gue bakal buka karena mikirnya urgent (?) dan bakal lupa kalau tilang elektronik itu dikirimnya pake pos ke alamat stnk;
1148;PANIK WEEE niat pgn jalanÂ² lewat kokas malah ad yg kyk lampu tilang elektronik mana ke foto monyetttttt;
1149;@fabbree @polrestamakota @infomalang Di Malang tilang elektronik apa berjalan seperti di Surabaya? Kayaknya enggak ya. trs pulicinya jg jarang patroli war wer kyk di Sby.;
1150;07.01 Unit E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara mobil yang melanggar kawasan GAGE di sekitaran Tl. Halim Baru Jl. DI. Panjaitan Jaktim. https://t.co/E8Kk5YneYh;
1151;@AndyHuskyyy Hahahahh iya njir bapa gue dikasi surat dari kepolisian eh ternyata tilang elektronik gitu;
1152;@AndyHuskyyy Punya tmn bininya cemburuan. Baru keluar komplek yg emang dkt lampu merah doi langsung Meg Meg seatbelt Meg! Nanti kena tilang elektronik suratnya nyampe rmh rame nanti mana katanya foto buktinya dilampirin jg Kata gue teh Eh sianying kagak bilang ada perlu sama aing;
1153;@AndyHuskyyy Mau ngecek tilang elektronik agak bingung soalnya cuma tau plat nomor doang https://t.co/IKjZVSfAl4;
1154;2âƒ£ Tilang elektronik (ETLE) Beberapa daerah di Indonesia saat ini sudah menerapkan tilang elektronik? Tau gak kalau teknologi ini menggunakan computer vision yang merupakan subset dari deep learning? https://t.co/SSO0isqMht;
1155;@AndyHuskyyy Baru bulan kemarin kena tilang elektronik mending cek mandiri aja di web korlantas soalnya kadang surat tilangnya gak nyampai alamat rumah https://t.co/0shekJIDuM;
1156;@AndyHuskyyy Tilang elektronik baru ada di kota dan kabupaten tertentu cm di tiap provinsi udah ada terutama di jalur utama antar kabupaten dan provinsi.;
1157;Daimin kepo di daerah tempat tinggal Sahabat udah berlaku ETLE (tilang elektronik) belum? Sekalian sebutin asal daerah Sahabat ya di kolom reply!;
1158;@mcdog555 Udah kepasang camera tilang elektronik wkwk;
1159;Hai Sobat Lalu lintas Ingat dengan Maraknya pesan Undangan berbentuk APK? Nah sekarang Berkembang dengan modus baru mengirimkan APK yang seolah olah itu adalah Tilang Elektronik dari Korlantas jadi jangan dibuka atau di instal ya APKnya. karena APK itu bisa membajak HP anda https://t.co/ReTAErLJyp;
1160;@jokowi Sepertinya program elektronik pemerintah yg berhasil cuma tilang elektronik lainnya udah bocor di dark web;
1161;06.49 Tim E-TLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang elektronik kepada pengendara mobil yang melanggar kebijakan pembatasan kendaraan dengan sistem GAGE di depan WIKA Jl. DI. Panjaitan Jaktim. https://t.co/VhhSv4li53;
1162;@TMCPolrestaCrb Assalamualaikum pak Sy mau tanya. Temen sy dapat surat tilang elektronik cm kok banyak janggalnya;
1163;@RTMC_PoldaJabar Slamat pagi Sy mau tanya soal surat tilang elektronik Temen sy dapat surat ETLE cm kok ada yg janggal Foto planggaran diambil bukan pake cctv tp berasal dr foto pribadi posisi d kampung;
1164;Ya ampun ternyata jl cirendue raya dipasang alat tilang elektronik tujuannya pasti biar patuh sama aturan ya tp bikin kaget mamak2 yg antar jemput anak sekolah kena Futu candid kan ï¸�;
1165;kecelakaan dan tilang elektronik.;
1166;@sbyfess 1. Menghindari tilang elektronik 2. Mau berbuat kriminal;
1167;@apratikto DJ Calmic menerima panggilan: Nikahan Family gathering Graduation Ganti oli Tune up Biro jasa BPKB SIM dan tilang elektronik;
1168;Agar tidak salah membedakan ETLE Mobil dan ETLE Statis pengguna jalan harunya memahami tentang tilang elektronik. https://t.co/rL3wBDBofI;
1169;Menurutku bjir kali emang kamera tilang elektronik ini. Silaunya bikin mata mau buta;
1170;@joekampret1 @ListyoSigitP Halo Sobat Polri terimakasih atas informasinya. Untuk permasalahan yang dialami Sobat Polri razia manual kembali diberlakukan karena penerapan tilang elektronik atau ETLE belum efektif dalam mencegah pelanggaran lalu lintas. (1/3);
1171;Ditlantas Polda Jawa Tengah mencatat 30 pelanggaran lalu lintas saat uji coba sistem tilang elektronik (ETLE) dengan drone. Uji coba dilakukan di Jalan Dr. Ramelan Kudus Jawa Tengah pada Rabu (29/11/2023). https://t.co/zI1e6o2mvj;
1172;Pak Pol kemana ya? Klo di tilang elektronik kena semua nih https://t.co/pr3t6xZUUq;
1173;@TMCPoldaMetro Tilang aja pak polisi kan udh ada tilang elektronik tuh;
1174;@habiburokhman kena tilang elektronik gk tu;
1175;@yusufgunawan Sejak ada tilang Elektronik petugas lalin TIDAK PERNAH terlihat di jalan. Coba siang2 jalan ke perempatan klenteng/kebalen pasti macet parah byk yg langgar lampu merah tpi petugas lalin rebahan di pos polisi sebelah klenteng....;
1176;Tilang elektronik di sudirman-thamrin sangat efektif lho;
1177;Dit Lantas Polda Sulsel Memblokir Ribuan STNK Pemblokiran dilakukan karena terjaring Tilang Elektronik namun tidak Melapor Ke Petugas @rtmc.poldasulsel @humaspolresluwutimur @ntmc_polri https://t.co/M7TVtxdHGu;
1178;08.11 Tim E-TLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl. Bekasi Timur Raya Pulo Gadung Jaktim. https://t.co/HSIMXV1izZ;
1179;@Adrianussatrio Penumpang yang ada di halte atau yang ada di bus diberikan platform untuk melaporkan atau ngadu dengan kirim foto plat nomor jelas geo tagged bertime stamp untuk bisa dijadikan lampiran laporan kepada Polantas untuk kirim Tilang Elektronik.;
1180;@myname_ap kok manahan sakiki wes mulai ya bang? apakah tilang elektronik sudah tidak efektif?;
1181;Kami Satuan Lalu Lintas Polres Merauke tidak pernah mengirimkan Surat Tilang Elektronik Melalui Pesan Whatsapp Kami himbau kepada masyarakat untuk tidak mudah mempercayai berita yang beredar silahkan mengkonfirmasi dengan datang langsung ke kantor Sat Lantas Polres Merauke https://t.co/5isB8eXkGu;
1182;@RadioElshinta @TMCPoldaMetro @DivHumas_Polri Langsung tilang elektronik saja!;
1183;Apa iya masih lawan arah setelah ada mobil ETLE Polisi? Hari Rabu (22/11) terlihat polisi memanen tilang elektronik dari pemotor lawan arah di Jl. Basuki Rahmat flyover Pondok Bambu Jakarta Timur. Dalam satu waktu terlihat banyak pemotor yang tertilang. Pemotor lawan arus https://t.co/oVITuS4uaS;
1184;Ari menilai tilang elektronik tak cukup membuat jera para pelanggar lalu lintas. https://t.co/7pxNEAJo86;
1185;tilang elektronik lu bener bener ya nyusahin. tadinya aman skrg jadinya mesti jalan muter jauh;
1186;@adriansyahyasin Eh tp beneran bisa diproses tilang elektronik gak sih nih dengan bukti foto ini? Kan udah jelas pelanggarannya;
1187;Bisa gak sih kita ngerekam pengendara2 yg ngerokok terus kita cepuin terus minimal tilang elektronik gitu?;
1188;@adriansyahyasin @NTMCLantasPolri @NTMCPoldaMetro Apakah laporan warga bisa dijadikan dasar untuk dilakukan tilang elektronik? Kalau iya bagus sekali berarti. Warga bisa melaporkan kalau ada pelanggaran dan bisa menimbulkan efek jera bagi pelaku pelanggaran lainnya.;
