Text;Status
0955 Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl Basuki Rahmat depan Pasar Gembrong Jatinegara Jaktim;positif
hidup lagi capek capeknya malah kena tilang elektronik;positif
Kamera elektronik tilang yg suka kedip2 itugoogling dah;negatif
1053 Tim ETLE Mobile Sat Lantas Jakarta Utara melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara Motor dan Mobil yang melanggar lalu lintas Jl Plumpang Raya Jakut;positif
Penipuan kalau pun kena tilang elektronik nanti belakangan kena dendanya sekalian waktu pas bayar samsat Jadi bayarnya lebih banyak karena ada denda tilangnya;positif
Kocaq aja si adek kena tilang elektronik dan inilah convo yg terjadi di grup keluarga;positif
Yatuhaan polos bener Gemes Yaudah itu jadi pembelajaran aja Lain kali lebih peka terhadap sekitar pas lagi berkendara Gapapa atau ngknya tergantung lokasi sih Kan ada yg tilang elektronik ngk mesti di awasin sama ï langsung;positif
Sepakat pelanggar mesti ditindak Tapi masih banyaaak sekali pelanggar baik lokal maupun asing ga pakai helm dll ga diapaapakan Di menit 216 aja ada sebelahnya pakai udeng ga diapaapakan Memang skrg tilang elektronik tapi ya gitu deh;positif
Kecuali Ojol Semua motor bodong Ditilang elektronik pun ga bakal ada yg bayar Akhir tahun tinggal hitung aja tuh tilang yg ga dibayar;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melanjutkan pelaksanaan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di Pasar Klender Jl Bekasi Timur Raya Jaktim;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di Jl Basuki Rahmat Pasar Gembrong Jaktim;negatif
Pelajar Tak Pakai Helm Naik Motor 1 dari 373 Pelanggar Lalu Lintas Terjaring Tilang Elektronik di Kota Malang;positif
Setelah itu si bapak kena tilang elektronik dengan video ini sebagai bukti hehe;positif
Pak surat tilang elektronik untuk armada2 ini sdh dikirim kan;negatif
Orang pada gak tahu kali ya sekarang ada tilang elektronik Yang dikirim surat tilang ya alamat driver Belum lagi kalau jatuh terus kepala kepentok yang tanggung jawab pasti driver Helm itu mahal coy harga helm dan amp jaket Gojek aja 400rb Itu dibayar sama driver bukan gratis;positif
ETLE atau tilang elektronik adalah penerapan kamera pemantau atau kamera ponsel petugas kepolisian untuk mencatat pelanggaran lalu lintas;positif
ada 2 ribu lebih pelanggar lalu lintas Paling banyak teguran simpatik kepada 1679 pelanggar tilang elektronik 358 pelanggar dan amp tilang manual 162 pelanggar Di postingan kami sebelumnya Satlantas Polres Blitar Kota menggelar Operasi Zebra Semeru 2023 mulai 4 hingga;positif
Ko orang lain bisa ya ngerekam lagi nyetir dijalan legang tanpa taku tilang elektronik da saya mah macet doang wani na wkwk;positif
Dinas Perhubungan Kota Malang berencana memasang Electronic Traffic Law Enforcement ETLE atau sistem tilang elektronik Selengkapnya;positif
Maklum bang udh gaada sampingan sekarang banyak tilang elektronik soalnya;positif
Tilang elektronik dengan Drone Banyumas termasuk yang menerapkan dan termasuk Polres prioritas;positif
Berubah Lagi Awas Kini Motor Belum Lolos Tes Uji Emisi Bisa Kena Tilang Elektronik;negatif
Marak Penipuan Surat Tilang Elektronik di WA Masyarakat Bandung Awas Duit di Rekening Raib Mendadak;positif
DPR usul denda tilang elektronik langsung potong dari rekening Kalau urusan kesalahan rakyat cepat bgt usulnya bakal direalisasikan tp giliran urusan yg nyenggol kelompoknya banyak kali alasannya apa kabar RUU perampasan aset;positif
Operasi Zebra Krakatau di Bandar Lampung Pelanggaran Didominasi Ojol Satlantas Polresta Bandar Lampung mencatat dalam seminggu Operasi Zebra Krakatau di Bandar Lampung 2023 ada 114 pelanggaran baik melalui tilang ditempat maupun tilang secara langsung elektronik etle;positif
Usai dihentikan karena dianggap tak efektif Dishub tengah mengkaji tilang uji emisi menggunakan tilang elektronik;positif
Dishub DKI Usulkan Kendaraan yang Tak Lolos Uji Emisi Kena Tilang Elektronik;positif
Marak Modus Penipuan Kirim Link APK Tilang Elektronik Ini Imbauan Polisi;positif
Tilang Elektronik akan Segera Diterapkan di Sibolga;positif
Waspada Modus Penipuan Tilang Elektronik Palsu Kemungkinan Berisi Malware;positif
Surat tilang elektronik macam mana bentuknya kak;negatif
Awas tiati kena poto tilang elektronik wkwk;positif
Kasatlantas Polrestabes Bandung mengimbau warga Kota Bandung waspada terhadap penipuan modus surat tilang elektronik;positif
Satlantas Polrestabes Bandung Imbau Warga Bandung Waspada Modus Baru Penipuan Tilang Elektronik via WA;positif
Dalam rangka meningkatkan kepatuhan terhadap aturan lalu lintas dan keselamatan berlalu lintas Satuan Lalu Lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Ops Zebra Lodaya 2023 Satlantas Polres Indramayu Berlakukan Tilang Elektronik Indramayu  Dalam rangka meningkatkan kepatuhan terhadap aturan lalu lintas dan keselamatan berlalu lintas Satuan Lalu Lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang;positif
Ops Zebra Lodaya 2023 Satlantas Polres Indramayu Berlakukan Tilang Elektronik;positif
Ops Zebra Lodaya 2023 Satlantas Polres Indramayu Berlakukan Tilang Elektronik Indramayu  Dalam rangka meningkatkan kepatuhan terhadap aturan lalulintas dan amp keselamatan berlalulintas Satuan LaluLintas Polres Indramayu menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Ops Zebra Lodaya 2023 Satlantas Polres Indramayu Berlakukan Tilang Elektronik Dalam rangka meningkatkan kepatuhan terhadap aturan lalu lintas dan keselamatan berlalu lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Indramayu  Dalam rangka meningkatkan kepatuhan terhadap aturan lalu lintas dan keselamatan berlalu lintas Satuan Lalu Lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Satuan Lalu Lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Tercatat 19 pelanggar terkena sanksi tilang 10 di antaranya berupa tilang elektronik di hari kedelapan Operasi Zebra;positif
Ops Zebra Lodaya 2023 Dalam rangka meningkatkan kepatuhan terhadap aturan lalu lintas dan keselamatan berlalu lintas Satuan Lalu Lintas Satlantas Polres Indramayu jajaran Polda Jabar menerapkan tilang elektronik dalam Ops Zebra Lodaya 2023;positif
Tilang elektronik gk ada uang masuk Manual pemasukan kantong 90 persen Negara 5 persen Sisa 5 %  Ayo Silahkan jawab sendiri Pocili;positif
Knp angkot ngg di tilang ya Baik secara elektronik maupun secara langsungdan kl bubaran pabrik di daerah tangerang dan sekitarnya pasti macet banget krn angkot ngg tertib dan tdk ada polantas yg atur walaupun ada kesanny membiarkan angkot yg tdk tertib;positif
Giat Jumat curhat sosialisasi penggunaan tilang Elektronik ETle;positif
Ramai sosialisasi tilang elektronik tetapi belum pernah dibahas bagaimana mekanisme penyelesaian tilangnya dan mana saja kanal resmi pemberitahuan bila terkena tilang Marak lah penipuan berbasis pesan WhatsApp dgn lampiran APK file mengatasnamakan tilang elektronik;positif
Anjim loh nder si driver dah kena tilang elektronik aja gegara seatbelt nya elo sabotase Sumpah sendernya ter anyink sedunia;positif
Perwakilan Polisi Hongkong takjub dengan teknologi penegakan hukum yang dimiliki Korlantas Polri yang saat ini sudah menerapkan penegakan hukum tilang elektronik ETLE;negatif
Polisi Hongkong Kagumi Kecanggihan Tilang Elektronik;positif
Dalam waktu dekat ini beberapa ruas jalan di Kota Malang akan diberlakukan etilang atau tilang elektronik Selengkapnya;positif
Satlantas Polres Semarang berupaya menekan angka pelanggaran lalu lintas salah satunya yaitu penengakan hukum tilangDisamping masih menerapkan tilang manual juga menerapkan tilang elektronik atau ETLE Electronic Traffic Law Enforcement;negatif
Urusan sama kepemerintahan itu emang udah paling males dan menjengkelkan kena tilang elektronik surat gak dateng kerumah tbtb di blokir Mau bayar pajak jd gabisa aneh bgt Denda iya kita yg nangung pdhl kesalahan dr diye Agak laen emg;negatif
kena tilang elektronik aka si etle etle ini ribet bgt dah bukan gue yg kena btw tp adek gue mana surat tilang ga dikirim tilangnya udah dari 2022 ketauan pas mau bayar pajak 5 tahunan gabisa karna ke blokir anehnya tahun 2022 pas bayar pajak mobil gaada keterangan apapun;positif
Polisi Hongkong Kagum dengan Kecanggihan Tilang Elektronik saat Berkunjung ke Korlantas;positif
Abis ini ngapain lagi Bikin Tilang Elektronik mahal ujungnya ga kepake Ga bs apa yang berINOVASI dikit;positif
Berkunjung ke Korlantas Polisi Hongkong Kagum Dengan Kecanggihan Tilang Elektronik;positif
WASPADA MODUS PENIPUAN SURAT TILANG ELEKTRONIK ETLE MELALUI WHATSAPP;positif
Dua hari pelaksanaan operasi Zebra Polrestabes Surabaya mengoptimalkan Tilang Elektronik ETLE Ratusan pengendara terkena ETLE statis dan mobile;positif
Jaksa diganti tilang elektronik;positif
Mama kena tilang elektronik ngakak bgt;positif
Satlantas Polres Kudus mulai uji coba tilang elektronik pakai drone;positif
Hari Pertama Ops Zebra Pallawa 2023 58 Pengendara di Makassar Kena Tilang Elektronik Mobile;positif
Polda Jateng dan Satlantas Polres Demak Mulai Uji Coba Tilang Elektronik Berbasis Drone;positif
Puluhan Pengendara Kena Tilang Elektronik pada Hari Pertama Operasi Zebra Lodaya 2023;positif
Awas Operasi Zebra Semeru 2023 Tilang Elektronik;positif
Terapkan Tilang Elektronik Ini 7 Sasaran Operasi Zebra Tahun 2023 di Tana Toraja Selengkapnya;positif
Diimbau kepada masyarakat untuk mewaspadai Modus Penipuan Surat Tilang Elektronik ETLE melalui Whatsapp;positif
maaf bang jangankan uji emisi yg mengeluarin tenagadi wilayah Sumatera petugas ambil foto dlm mobil anehnya motor aq di tilang 2 x karena ke poto 2x jugakena tilang elektronikkalau abang ndebat di stu paling petugas bilang kencing aja 2000;positif
Kembali seperti zaman dulu sblm ada tilang elektronik Polisi memang liar biasa;positif
Tilang Elektronik Disarankan Ada di Jalan Tol Hotman Paris Dijamin Banyak Mobil Pejabat Polisi dan TNI yang Ditilang Hotman Paris menyoroti kebijakan diskriminasi di jalan tol Pasalnya banyak mobil pejabat yang tak ditilang meski lewat bahu jalan;positif
4 Bulan Penerapan Tilang Elektronik di Samarinda Ribuan Kendaraan Terblokir Empat bulan sudah tilang elektronik atau Electronic Traffic Law Enforcement ETLE berlaku di Kota Samarinda;negatif
Modus penipuan dengan mengirim surat tilang elektronik di WhatsApp kembali beredar Mengatasnamakan pihak kepolisian;positif
Pemotor Makan Siomay di Bawah Rambu Larangan Parkir Padahal di Depannya Ada Kamera Tilang Elektronik Aksi parkir motor di pinggir jalan bahkan santai sambil makan siomay ini tentu mengherankan Pasalnya ia berada di kawasan larangan parkir tepat di;positif
Menurutnya Polres Pamekasan akan menggunakan tilang Elektronik dengan mobil incar dan juga akan dilakukan tilang manual bagi pelanggar yang tidak terjangkau mobil ETLE seperti balap liar;positif
Hotman Paris Saran Pakai Tilang Elektronik di Jalan Tol Sudah Ada tapi;positif
Kemarin modus penipuan via WA dari yg mengaku dirinya sebagai sekarang mengaku dari seolah kita kena tilang elektronik waspada  itu APK alias aplikasi android yg bisa mengakses hp kita dan digunakan untuk melakukan penipuan lagi;positif
0645 Tim ETLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara mobil yang melanggar kebijakan GAGE di Jl DI Panjaitan arah Cempaka Putih;positif
WASPADA MODUS PENIPUAN Surat tilang elektronik ETLE melalui Whatsapp Jangan asal klik aplikasi format APK Surat resmi konfirmasi ETLE dikirim melalui PTPOS INDONESIA ke alamat tujuan tidak melalui nomer whatsapp  Website Resmi;positif
Ternyata tilang elektronik bisa lewat DM ya kewreeen;positif
Memang seperti ini proses dari tilang yg Elektronik itu Maaf blepotan ceritanya;positif
Penipuan Surat Tilang Elektronik Via Whatsapp Polda Metro Minta Warga Mewaspadainya;positif
Pasang kamera Tilang elektronik harusnya di trotar juga;positif
Cara Cek Status Kendaraan Terkena Tilang Elektronik ETLE atau Tidak;positif
Paling efektif pakai tilang elektronik aja Difoto jadi bukti pelanggaran Ga pakai debat kusir alasan naik trotoar;positif
Hindari tilang elektronik;positif
Cara Melakukan Pembayaran Denda Tilang Elektronik;positif
Mulai September Ditlantas Polda Sulsel Bakal Terapkan Tilang Elektronik Mobile;positif
September Mendatang Ditlantas Polda Sulsel Berlakukan Tilang Elektronik;negatif
Keknya menumpuk mi ini tilang elektronik k coiï;positif
CCTV yang terpasang juga dapat dipakai pihak kepolisian untuk melakukan tilang elektronik kepada pengendara yang melawan arus Selain itu petugas Dishub dan kepolisian sudah berjaga di lokasi untuk menindak para pelanggar dan mencegah terjadinya kejadian yang sama;positif
Tilang Elektronik apa kabar mata petugasnya masih sehat pelototin miliaran jepretan kamera;positif
DINAS Perhubungan Dishub DKI Jakarta menyebutkan sebanyak 70 titik kamera electronic traffic law enforcement ETLE atau tilang elektronik tahap III akan terinstal di Ibu Kota pada 2023 ini Sumber;positif
Pemotor Masih Lawan Arah Polisi dan Mobil Tilang Elektronik Siaga di Lenteng Agung;positif
Wkwkw yang penting yaqin ya bu walaupun mungkin aja nomer motornya dh di catet jdnya tilang elektronik qkwk;positif
Buntut kecelakaan truk tabrak motor yang melawan arah polisi terapkan tilang elektronik Dari pemantauan polisi banyak pemotor yang masih nekat melawan arah salah satunya di lokasi kecelakaan yang melibatkan truk dan 7 sepeda motor;negatif
Pak sepertinya penerapan tilang elektronik gak efektif Tidak ada unsur mendidik ke pengendara Ini kejadian di Depok Margonda sdh sering terjadi lampu merah dilarang putar balik tapi motor mobil cuek saja Padahal ada polantas di situ ya diam aja;positif
Di daerah yang sering terjadi kasus serupa pasangin tilang elektronik pasti banyak yang kena tilang lumayan buat pemasukan;positif
Jika tidak akan terekam kamera tilang elektronik dan diancam hukuman 1 bulan penjara atau denda maksimal Rp 250 ribu Menggunakan Pelat Nomor Palsu Tilang elektronik juga bisa mendeteksi pelanggaran menggunakan pelat nomor palsu;positif
DIREKTORAT Lalu Lintas Polda Metro Jaya menyiagakan kamera tilang elektronik atau ETLE mobile di kawasan Lenteng Agung Jakarta Selatan setelah insiden tujuh pemotor melawan arus dan ditabrak truk Sumber;positif
SATLANTAS Polres Metro Jakarta Selatan akan memaksimalkan mobil tilang elektronik atau Etle Mobile guna menertibkan kendaraan yang masih lawan arah di jalan Lenteng Agung Jakarta Pusat Sumber;positif
Polisi Sudah Tilang Elektronik 20 Pengendara Motor yang Tetap Lawan Arah;positif
Tertib saat penegakan hukum konsisten Tiap lawan arah lgs tilang elektronik Kalo ga mau bayar nanti saat prpanjang stnk ditagih berikut denda keterlambatan byr Di negara maju denda tilang mahal makanya masy nya pada takut rugi duit semua;negatif
Pasang saja cctv elte Auto cuan Tinggal proses tilang elektronik;positif
Polisinya males gak mau ngatur malah stnby di dalam mobil mangkal di jalanan sepi sambil data tilang elektronik;positif
PT Transjakarta menungkap 8 titik busway sudah dipasang kamera eTLE Masuk jalur TransJakarta Kena Tilang Elektronik;positif
Pasang kamera aja sih biar kena tilang elektronik;positif
Polisi menyosialisasikan kepada masyarakat penerapan tilang elektronik di Lenteng Agung arah Depok Jakarta Selatan;positif
Masih banyak pemotor bandel yang nekat lawan arah di Lenteng Agung Mereka pun tertangkap basah oleh tilang elektronik atau ETLE;positif
